student_id,name,gender,age,school,math_score,science_score,english_score,attendance_pct,extracurricular,parent_education,lunch_type,test_prep,total_score,average_score,grade
STU10036,Ananya Mukherjee,Female,15,ABC Public School,58.10786852071034,54.688165317573024,69.97445506092004,90.4159410617316,Sports,Bachelor,Paid,Completed,182.7704888992034,60.92349629973447,C
STU10037,Myra Singh,Male,18,XYZ International,78.24387208380128,63.47432836857514,69.37583261735382,80.05104555427079,Debate,Master,Free,None,211.09403306973024,70.36467768991008,B
STU10038,Aanya Gupta,Female,16,ABC Public School,46.76685181923415,77.58290234575655,71.041066827942,70.13275112602018,Debate,Master,Paid,None,195.3908209929327,65.1302736643109,C
STU10039,Prisha Choudhary,Male,19,Global Academy,26.85360215787832,50.35988943286842,51.905413329056344,64.122841099429,Debate,High School,Free,Completed,129.11890491980307,43.03963497326769,F
STU10040,Ananya Saxena,Female,16,ABC Public School,53.1393407076715,59.49742325415224,68.50648945568126,100.0,Sports,Bachelor,Free,None,181.14325341750498,60.38108447250166,C
STU10041,Advait Mukherjee,Female,16,Sunshine Secondary,43.167897865740265,59.70158778823273,92.57930265059093,96.2830905456267,nan,Bachelor,Free,None,195.44878830456392,65.14959610152131,C
STU10042,Anaya Iyer,Male,15,ABC Public School,87.16890104239303,81.18448397510119,69.97573607075327,80.48366653937984,nan,High School,Free,Completed,238.3291210882475,79.44304036274916,B
STU10043,Aanya Choudhary,Female,18,XYZ International,,75.39565064930213,59.51958566553354,85.87858011663937,Sports,Bachelor,Paid,None,,,
STU10044,Avni Singh,Male,18,Sunshine Secondary,43.956063913803334,80.65205705469887,77.96022743165376,80.11468937903012,Music,Master,Paid,None,202.56834840015597,67.52278280005198,C
STU10045,Ira Das,Female,16,City High,84.37573411281859,86.74149163926276,63.99361441807065,90.1045673079125,Sports,nan,Paid,None,235.11084017015202,78.37028005671733,B
STU10046,Kabir Reddy,Male,16,ABC Public School,79.27077475251156,63.720898668752874,71.20257451598488,76.45785632282119,None,Master,Paid,None,214.19424793724932,71.39808264574977,B
STU10047,Ira Reddy,Female,17,City High,41.45334972921685,51.37631383204845,,79.56826783523177,None,High School,Paid,Completed,,,
STU10048,Vihaan Das,Female,15,ABC Public School,59.14598703602573,51.46650935014172,59.56051006575922,89.55400840194497,Debate,Bachelor,Free,Completed,170.17300645192665,56.72433548397555,D
STU10049,Atharv Mukherjee,Male,19,nan,56.297544168132205,42.26649408917624,80.85191105836311,99.53859104446407,None,High School,Paid,Completed,179.41594931567158,59.80531643855719,D
STU10050,Kabir Ghosh,Female,19,City High,,61.5772643846733,73.39040135281306,92.41415094662105,None,Bachelor,Paid,nan,,,
STU10051,Trisha Nair,Female,18,XYZ International,46.568309736424794,62.620883392355665,,97.33913877590928,Music,Master,Paid,Completed,,,
STU10052,Reyansh Banerjee,Female,15,City High,63.51691061510776,79.02574769527067,73.43442156365883,81.8758266248882,Music,Master,Paid,None,215.97707987403726,71.99235995801241,B
STU10053,Atharv Sharma,Female,18,ABC Public School,54.71098244075573,68.23679904047246,64.71423949527289,78.76989592623056,Sports,Master,nan,Completed,187.66202097650108,62.554006992167025,C
STU10054,Krish Malhotra,Male,19,Global Academy,72.10011775077714,61.13540177920351,62.59487796755796,65.61618860918077,Sports,High School,Free,Completed,195.83039749753863,65.27679916584621,C
STU10055,Reyansh Sharma,Female,16,Sunshine Secondary,61.74811952468106,66.3760178337518,85.96841276697967,85.72198357341284,Debate,High School,Free,Completed,214.09255012541252,71.3641833751375,B
STU10056,Anika Reddy,Male,15,Sunshine Secondary,56.971314440894076,53.454371227993306,81.39453063826527,88.7904703135644,Sports,PhD,Paid,None,191.82021630715263,63.940072102384214,C
STU10057,Trisha Mehta,Male,15,XYZ International,61.80055136551883,82.35569199051801,71.74472580442686,81.99994604272794,Sports,Master,Paid,Completed,215.90096916046372,71.96698972015457,B
STU10058,Arjun Chatterjee,nan,17,XYZ International,95.54064249260168,56.99718212066688,73.73204804699644,77.23298673900265,Sports,Bachelor,Free,None,226.26987266026498,75.423290886755,B
STU10059,Myra Patel,Female,16,ABC Public School,58.746505458209164,52.04096219289746,71.89922379198788,97.43403439843132,Debate,Bachelor,Paid,None,182.6866914430945,60.895563814364834,C
STU10060,Aryan Sharma,Male,16,Global Academy,49.3849217257432,79.45034753390458,77.84411111008247,91.31804277196653,nan,Bachelor,Paid,Completed,206.6793803697302,68.89312678991007,C
STU10061,Rudra Kumar,Male,18,City High,73.75150353733947,76.03829891709393,62.40598009853167,98.12825450519011,None,Bachelor,Paid,None,212.19578255296508,70.73192751765502,B
STU10062,Saanvi Malhotra,Female,15,City High,62.84712995865565,43.86840470017384,82.35005680042372,75.46420904983796,None,High School,Paid,None,189.0655914592532,63.02186381975107,C
STU10063,Anaya Joshi,Male,18,Sunshine Secondary,43.77149103700291,79.97002288594311,76.24279005468975,77.91765873451976,None,Bachelor,nan,nan,199.98430397763576,66.66143465921192,C
STU10064,Amaira Malhotra,Male,16,ABC Public School,98.47244502803699,57.61770305268321,68.84332394532538,97.03177243251596,Music,Bachelor,nan,Completed,224.9334720260456,74.97782400868186,B
STU10065,Reyansh Reddy,Male,17,ABC Public School,59.71281581620028,62.76253661410512,66.1466636218975,84.52652920244209,Sports,High School,nan,None,188.62201605220292,62.87400535073431,C
STU10066,Anika Verma,Female,15,ABC Public School,59.33195819057973,70.61828150771512,82.0935713012017,79.30895888321446,Music,nan,Paid,Completed,212.04381099949657,70.68127033316553,B
STU10067,Aarav Das,Female,16,ABC Public School,67.39753027862146,76.2127483566355,70.19416420619872,80.0048497623716,Sports,High School,Free,None,213.80444284145568,71.26814761381856,B
STU10068,Dhruv Kumar,Male,17,ABC Public School,90.95175153813258,74.23670844562537,63.613282850041955,84.88919473865695,Debate,Bachelor,Paid,Completed,228.8017428337999,76.26724761126663,B
STU10069,Aryan Iyer,Female,19,City High,39.80382010221507,67.30254336731596,67.38516279630812,95.02951815835411,Sports,Bachelor,Paid,None,174.49152626583916,58.16384208861305,D
STU10070,Myra Saxena,Male,16,XYZ International,69.1397877413081,62.05499339517725,81.23045578666992,83.39487147908412,None,Bachelor,Free,None,212.42523692315527,70.80841230771843,B
STU10071,Rudra Patel,Female,19,ABC Public School,96.30908242690441,73.77108970991627,52.673361585047516,92.90532830177777,Sports,High School,Paid,None,222.75353372186822,74.2511779072894,B
STU10072,Aarav Patel,nan,18,Global Academy,66.93093021109472,66.34257027718081,67.73509313303433,89.67377776846048,Sports,Bachelor,Paid,None,201.00859362130987,67.00286454043662,C
STU10073,Aditya Banerjee,Female,19,ABC Public School,46.469990310447805,93.27496242776294,84.84699203610917,76.21660959819026,nan,High School,Paid,None,224.59194477431993,74.86398159143998,B
STU10074,Ira Patel,Female,16,Global Academy,,76.20972613957862,69.9813987347609,76.20870632012877,Sports,Bachelor,Free,None,,,
STU10075,Aarav Kumar,Female,19,XYZ International,68.10323794635185,55.07218125013503,75.2738007873341,80.49733408068522,Music,High School,Paid,None,198.44921998382097,66.14973999460699,C
STU10076,Anaya Menon,Female,15,City High,84.96205873459793,61.313600680768886,85.04122757444634,71.63162345337732,Sports,High School,Paid,None,231.31688698981316,77.10562899660438,B
STU10077,Ishaan Joshi,Female,16,Sunshine Secondary,59.90996233375909,68.67469048163761,82.70795584076603,79.85861144200607,Sports,PhD,Free,nan,211.29260865616274,70.43086955205425,B
STU10078,Kabir Banerjee,Female,17,ABC Public School,77.39977696148648,86.19203701098637,66.71929472352093,100.0,Debate,Bachelor,Free,Completed,230.31110869599377,76.77036956533125,B
STU10079,Anaya Choudhary,Male,19,City High,43.46946759429666,87.7554701275699,70.43527737355396,84.6860966417263,Debate,High School,Free,Completed,201.6602150954205,67.2200716984735,C
STU10080,Amaira Nair,Male,15,Sunshine Secondary,43.34422445607418,62.4541139148821,82.85716682074816,77.33547333912547,Sports,PhD,Free,Completed,188.65550519170444,62.885168397234814,C
STU10081,Arjun Malhotra,Female,18,City High,57.75798966972576,54.9291209677478,,100.0,None,High School,Free,None,,,
STU10082,Shivansh Bose,Female,18,XYZ International,86.57043082809894,,70.94339849622071,75.69382680273796,None,High School,Paid,Completed,,,
STU10083,Advait Singh,Male,19,XYZ International,66.03311959270654,71.53400260102092,71.35745217249088,75.38117033194612,Music,High School,Free,None,208.92457436621834,69.64152478873945,C
STU10084,Avni Kumar,Male,18,Global Academy,,100.0,75.21220433440621,97.29485681806699,Sports,Master,Paid,None,,,
STU10085,Dhruv Malhotra,Female,17,Sunshine Secondary,69.17119393360291,75.54731745957143,88.40280828020752,91.6131805960032,None,Bachelor,Paid,None,233.12131967338186,77.70710655779395,B
STU10086,Atharv Banerjee,Female,16,ABC Public School,81.63811973880095,45.6852246264239,84.81079344789548,83.69941147473614,None,High School,Paid,Completed,212.13413781312033,70.71137927104012,B
STU10087,Vivaan Singh,Female,15,ABC Public School,55.84668961193219,57.835942554555984,80.32064044558823,93.31908899989162,Sports,High School,Free,Completed,194.0032726120764,64.6677575373588,C
STU10088,Atharv Malhotra,Female,19,XYZ International,75.32427662732348,59.26520117417122,59.0559686872333,88.00600001229166,Music,Bachelor,Paid,Completed,193.645446488728,64.54848216290934,C
STU10089,Rudra Chakraborty,Female,18,ABC Public School,,56.49196471839129,,73.13807584261174,Sports,Bachelor,Free,None,,,
STU10090,Prisha Verma,Female,16,XYZ International,94.7490898388114,62.56948645092092,69.33255991572116,61.02415292985694,Sports,Master,Free,Completed,226.6511362054535,75.55037873515117,B
STU10091,Saanvi Nair,Female,17,ABC Public School,52.99413343554966,73.17152805427918,89.02182039124168,79.3265484829271,Sports,Bachelor,Paid,None,215.1874818810705,71.7291606270235,B
STU10092,Avni Ghosh,Female,18,ABC Public School,51.764160453820686,77.54773637051706,,95.84924835898279,nan,Bachelor,Free,None,,,
STU10093,Diya Iyer,Female,18,ABC Public School,73.24504720232075,83.28468887283302,87.04131387693135,80.71529911653384,None,Master,Paid,None,243.57104995208513,81.19034998402837,A
STU10094,Anika Bose,Male,15,Sunshine Secondary,66.19682647148485,75.33883602266049,65.15161595362699,89.60097198349244,None,Bachelor,Paid,None,206.68727844777234,68.89575948259078,C
STU10095,Avni Mehta,Male,17,ABC Public School,69.90278609391402,40.64189663539623,66.1093925080709,86.84485448445068,Sports,Bachelor,Paid,None,176.65407523738114,58.88469174579371,D
STU10096,Aarohi Malhotra,nan,17,ABC Public School,68.40970693238476,53.197735774561615,77.7774492697577,68.064997053856,Sports,High School,Free,None,199.38489197670407,66.46163065890136,C
STU10097,Avni Sharma,Male,19,ABC Public School,48.64411701788842,65.78668348397132,90.81776046686109,80.93604306293683,Sports,Bachelor,Free,None,205.24856096872082,68.4161869895736,C
STU10098,Aarav Bose,Male,15,Sunshine Secondary,89.20038393619225,70.06191798074471,69.45867444878547,88.58879330446578,Debate,Master,Paid,Completed,228.72097636572244,76.24032545524081,B
STU10099,Atharv Joshi,Female,19,Global Academy,78.40313308833665,80.0598570382676,41.246785657665626,77.12853744495634,Sports,High School,Paid,None,199.70977578426988,66.5699252614233,C
STU10100,Aryan Malhotra,Female,15,Global Academy,85.38424926900674,68.60457846703481,53.22979917193336,81.37461842972048,Sports,Bachelor,Paid,None,207.21862690797494,69.07287563599165,C
STU10101,Diya Reddy,Male,17,ABC Public School,57.07503666334364,68.70990155409145,75.57553867397348,88.91747092097111,Sports,Bachelor,Paid,None,201.36047689140855,67.12015896380285,C
STU10102,Rudra Joshi,Male,15,Sunshine Secondary,71.24785317072757,,54.30244767861878,85.7262999914298,None,High School,Paid,Completed,,,
STU10103,Avni Kumar,Male,15,XYZ International,67.96052693352037,64.42969565706318,61.61324608324305,95.46909740924715,Debate,High School,Paid,Completed,194.0034686738266,64.66782289127553,C
STU10104,Aarav Chakraborty,Female,15,XYZ International,81.92003939302262,69.21639195828936,72.14810340765908,88.83670913163479,Sports,High School,Free,None,223.28453475897106,74.42817825299035,B
STU10105,Saanvi Iyer,Male,16,City High,82.40372197744429,83.76165050616451,42.60759305104247,75.44150001597983,None,Bachelor,Paid,None,208.77296553465126,69.59098851155042,C
STU10106,Trisha Banerjee,Male,16,Sunshine Secondary,67.89576204437172,66.82524741702396,67.44329052809455,80.22453286070464,None,Bachelor,Paid,nan,202.16429998949025,67.38809999649675,C
STU10107,Rudra Saxena,Male,17,Global Academy,42.230733022351224,67.57702182502004,58.02229730567677,85.20296284226278,Sports,Bachelor,Free,Completed,167.83005215304803,55.94335071768268,D
STU10108,Aarohi Joshi,Female,15,Sunshine Secondary,91.69492830631533,67.52980433325935,54.00984338519099,98.38415076514042,Sports,High School,Paid,None,213.23457602476566,71.07819200825521,B
STU10109,Aadhya Chatterjee,Male,17,Sunshine Secondary,73.33981150535209,86.16883339307637,62.373786729383276,80.26474369717694,None,Bachelor,Paid,None,221.88243162781174,73.96081054260391,B
STU10110,Avni Chatterjee,Male,16,ABC Public School,55.87344437913287,52.48725342438781,59.169492899166826,67.67431197601972,Music,High School,Free,Completed,167.5301907026875,55.84339690089583,D
STU10111,Anaya Bose,Female,15,XYZ International,71.09813207400042,92.86185652707674,,89.40566903491188,None,High School,nan,None,,,
STU10112,Anika Malhotra,nan,19,ABC Public School,42.33359677321215,51.53065403678282,86.3583214401946,77.44401751656001,Sports,Bachelor,Free,Completed,180.22257225018956,60.07419075006319,C
STU10113,Aanya Patel,Female,16,Sunshine Secondary,80.83029601206566,58.84091634141137,67.62687778066724,72.14698680425032,Music,Bachelor,Free,None,207.29809013414427,69.0993633780481,C
STU10114,Shivansh Kumar,nan,16,ABC Public School,42.93182383581271,78.42633577601447,64.84649065143796,85.18803012825839,Sports,Master,Paid,None,186.20465026326514,62.06821675442171,C
STU10115,Shivansh Chatterjee,Female,16,Sunshine Secondary,61.68748261944376,82.4244337366314,67.02953998610522,94.72867641808303,None,High School,Paid,None,211.1414563421804,70.38048544739347,B
STU10116,Rudra Chatterjee,Male,15,XYZ International,68.66681674408325,48.35101376202117,58.70175470473845,79.26119460338981,nan,Bachelor,Paid,Completed,175.71958521084287,58.57319507028095,D
STU10117,Aanya Verma,Female,18,XYZ International,80.5825956797314,52.70217391454079,56.53509725256386,89.96573887182629,Music,Bachelor,Free,None,189.81986684683602,63.27328894894534,C
STU10118,Amaira Saxena,Male,19,ABC Public School,66.59817014651561,71.88979933260588,52.253346565279955,91.81913663042432,Sports,Bachelor,Paid,None,190.74131604440146,63.58043868146715,C
STU10119,Dhruv Kumar,Female,19,XYZ International,,100.0,56.045748500181915,92.9179649366663,Music,High School,Paid,None,,,
STU10120,Aarohi Sharma,Male,17,Sunshine Secondary,,85.44767893398154,91.58389208535155,77.67727690381399,None,Master,Paid,None,,,
STU10121,Aarav Chakraborty,Male,15,ABC Public School,64.51721073583576,64.52664130515466,63.714947575638504,73.78917942066614,None,Bachelor,Paid,None,192.75879961662895,64.25293320554299,C
STU10122,Avni Verma,Female,16,XYZ International,66.28215875522446,34.13219206693942,36.70045833883485,75.15246895041405,Sports,Master,nan,Completed,137.11480916099873,45.70493638699958,F
STU10123,Vihaan Iyer,Male,18,ABC Public School,62.16413118721438,69.14299828189623,64.95531673822792,92.90974672122469,nan,nan,Paid,Completed,196.26244620733854,65.42081540244618,C
STU10124,Anaya Gupta,Female,15,XYZ International,39.701446353778465,73.07215525105175,52.91502555887014,91.67393154670812,Debate,PhD,Paid,Completed,165.68862716370035,55.22954238790012,D
STU10125,Aarohi Singh,Male,15,ABC Public School,53.47514759455058,62.64226802484075,72.71381927996596,75.42849399299665,Sports,Bachelor,Paid,None,188.8312348993573,62.943744966452435,C
STU10126,Dhruv Mehta,Male,18,XYZ International,68.67162261667548,56.089864132347664,71.41975613715594,100.0,Debate,Master,Free,Completed,196.18124288617906,65.39374762872636,C
STU10127,Trisha Chatterjee,Female,16,Sunshine Secondary,61.26318494766922,70.22831364449944,72.67062765230466,74.23636033412835,Music,High School,nan,None,204.1621262444733,68.0540420814911,C
STU10128,Shaurya Gupta,Female,15,XYZ International,62.6628637672714,54.80834328548455,71.51128705505778,94.99464084700726,None,High School,Free,None,188.98249410781372,62.99416470260457,C
STU10129,Trisha Kumar,Female,19,XYZ International,60.14969495841927,94.21428125132213,67.52747634456301,100.0,Music,Bachelor,Paid,None,221.8914525543044,73.96381751810146,B
STU10130,Aadhya Verma,Male,19,City High,52.04602410902273,89.23442716547343,54.529246541520166,86.09757605993364,None,nan,Paid,None,195.80969781601632,65.26989927200545,C
STU10131,Diya Saxena,Female,18,ABC Public School,57.60350808535559,,71.1041511363429,77.30276156419168,None,Master,Paid,None,,,
STU10132,Vivaan Das,Female,16,XYZ International,60.39752383417108,69.25594796767044,84.22709506962832,77.52121972551653,None,Bachelor,Free,None,213.88056687146985,71.29352229048995,B
STU10133,Pari Sharma,Female,18,City High,65.07714710812775,58.75770278741016,93.76407700554245,82.37909799637126,Sports,Bachelor,Paid,Completed,217.59892690108035,72.53297563369345,B
STU10134,Reyansh Gupta,Male,15,ABC Public School,70.90067516704569,67.70897942552739,69.14410407232792,95.80870778068034,nan,High School,Paid,Completed,207.753758664901,69.25125288830033,C
STU10135,Pari Patel,Female,19,Global Academy,62.29174563671391,90.95015989290187,70.44468065659578,73.00124187300152,Debate,Bachelor,Paid,None,223.68658618621157,74.56219539540386,B
STU10136,Aadhya Singh,Female,17,City High,49.55517116461371,80.1611568181128,78.00512614906673,66.61233967587225,None,High School,Free,None,207.72145413179322,69.24048471059774,C
STU10137,Arjun Patel,Female,18,Global Academy,44.028769401218256,70.85169189867044,89.91889871366526,88.62054990569304,Sports,High School,Paid,None,204.79936001355395,68.26645333785132,C
STU10138,Shaurya Chakraborty,Female,17,Sunshine Secondary,100.0,80.93564067834633,66.16444067394544,90.81612751259081,nan,High School,Paid,None,247.10008135229174,82.36669378409725,A
STU10139,Aadhya Malhotra,Female,17,ABC Public School,48.05277454603156,,80.31181580340404,100.0,None,Master,Paid,None,,,
STU10140,Aadhya Joshi,Male,19,XYZ International,57.220624981034256,73.54788555841621,62.12616881370734,71.1768102473327,None,Bachelor,Free,None,192.8946793531578,64.2982264510526,C
STU10141,Aarav Reddy,Male,18,XYZ International,72.75500453770903,81.7278856258815,75.95818788318603,83.65193388037761,Sports,High School,Free,Completed,230.44107804677657,76.81369268225886,B
STU10142,Aarohi Malhotra,Female,17,ABC Public School,70.41290914348521,75.23838702754661,83.64725011942045,96.61837432120478,Music,Bachelor,Paid,None,229.29854629045226,76.43284876348409,B
STU10143,Kiara Reddy,Male,15,Sunshine Secondary,72.81298538842358,80.0197205814473,56.50967272142644,86.20862167602732,Sports,Master,Paid,nan,209.3423786912973,69.7807928970991,C
STU10144,Aarav Mehta,Male,16,Global Academy,58.35924395701737,70.25941869488312,65.69826333578139,83.04560810938476,Sports,nan,Paid,None,194.31692598768188,64.77230866256063,C
STU10145,Amaira Mukherjee,Male,16,City High,68.57837105959321,64.44223847533856,83.45739716034002,92.8990549692954,Sports,Master,Free,None,216.4780066952718,72.1593355650906,B
STU10146,Dhruv Choudhary,Male,19,City High,65.92015496361296,60.325719694837915,79.39393476617754,79.00611035793402,nan,High School,Free,Completed,205.63980942462842,68.5466031415428,C
STU10147,Aryan Malhotra,Female,18,ABC Public School,60.31802948688069,58.65766552340658,84.43135368377827,93.51410841954149,None,High School,Paid,None,203.40704869406554,67.80234956468851,C
STU10148,Amaira Das,Female,18,City High,68.6811461265701,45.52761380581855,82.1812757574488,72.46436807809724,Music,High School,Paid,None,196.39003568983745,65.46334522994582,C
STU10149,Anaya Das,Female,16,Global Academy,80.83048320126059,55.2328407446367,67.90675766499953,69.80568296717104,nan,Bachelor,Free,Completed,203.9700816108968,67.99002720363227,C
STU10150,Krish Bose,Male,15,City High,64.66699664847013,,98.39028178073629,82.2641198108767,None,Bachelor,Free,None,,,
STU10151,Amaira Chatterjee,Female,16,XYZ International,64.76679269534638,60.8971672562235,73.64291988904074,59.36710213103433,None,High School,Free,None,199.30687984061063,66.43562661353688,C
STU10152,Aanya Sharma,Female,16,Global Academy,81.02241552313976,89.87141894893608,35.33149261026959,85.84699636712904,None,PhD,Paid,None,206.22532708234542,68.74177569411513,C
STU10153,Pari Iyer,nan,18,XYZ International,79.4204053972822,65.79413262224712,68.6118435314724,67.67438657295288,None,Master,Paid,None,213.8263815510017,71.27546051700057,B
STU10154,Aditya Kumar,Female,17,City High,88.75904661445225,,66.36994491600805,87.82420520566377,Sports,Bachelor,Free,Completed,,,
STU10155,Aarohi Joshi,Male,15,City High,38.65654648280635,71.82647502316698,81.54299000840733,86.85459438116945,nan,Bachelor,Paid,None,192.02601151438066,64.00867050479356,C
STU10156,Reyansh Patel,Female,18,XYZ International,,90.22613277979313,66.58577621762244,84.32037613835183,Music,Bachelor,Free,Completed,,,
STU10157,Arjun Das,nan,16,Global Academy,74.0237006810327,59.94180364616592,85.18763994982965,89.36408667538092,None,Bachelor,Free,None,219.15314427702828,73.05104809234275,B
STU10158,Pari Patel,Female,17,Sunshine Secondary,51.71521403370102,64.88469087638714,78.69719246888049,87.04197468614088,None,Master,Paid,nan,195.29709737896866,65.09903245965621,C
STU10159,Aadhya Saxena,Female,15,ABC Public School,68.77381876998267,66.51320879516143,59.99891446235928,82.06999396668728,Sports,High School,Paid,Completed,195.28594202750338,65.0953140091678,C
STU10160,Trisha Sharma,Male,19,Sunshine Secondary,80.76682621636998,83.91148798084676,70.3155199726629,100.0,Debate,Bachelor,Paid,None,234.99383416987962,78.33127805662654,B
